Image File,Empty Spots,Filled Spots,Total Spots Detected
2012-09-12_12_43_06_jpg.rf.c120394c44ef56dc4ac76a5911acd7c3.jpg,57,43,100
2012-09-12_12_58_47_jpg.rf.ea1fbade61631e7c41d211d548615e74.jpg,64,39,103
2012-09-12_14_06_53_jpg.rf.93a9223175367b62f39b39c83023193b.jpg,48,53,101
2012-09-12_14_22_37_jpg.rf.fe839e823301e43e06b1948ca7af8628.jpg,44,57,101
2012-09-12_14_27_51_jpg.rf.74e4e40102ba5b62c471b09b90e2eb8b.jpg,42,58,100
2012-09-12_14_43_35_jpg.rf.ee895a8390ba7baa2b68a60040c7e762.jpg,37,63,100
2012-09-12_14_59_18_jpg.rf.9cd825dace8214ec83c234f1ee8059dd.jpg,33,67,100
2012-09-12_15_04_33_jpg.rf.1d68ff94ef1fa180c9ac34a03764b140.jpg,33,69,102
2012-09-12_17_04_49_jpg.rf.387d84d18dfbbdd069dc3110f2159561.jpg,34,67,101
2012-09-12_17_10_02_jpg.rf.c5987055afea0dbc6e9a50ce2680c265.jpg,34,67,101
2012-09-12_17_30_55_jpg.rf.20e0e61085082c15fd788f18f38b9856.jpg,37,64,101
2012-09-12_17_41_22_jpg.rf.ad6bc4f45feee5d215b9bee2deca62b7.jpg,36,66,102
2012-09-13_07_18_15_jpg.rf.23f09c08bf066a2647279a3bc039a1fc.jpg,92,10,102
2012-09-13_07_23_29_jpg.rf.7c131205bb18dd5d9e8a7c0ba67715f5.jpg,89,11,100
2012-09-13_07_39_09_jpg.rf.2701370235fc1bd26d115fe3f14ab7d7.jpg,51,49,100
2012-09-13_07_54_51_jpg.rf.535b616f65c0db00ce6ac33750aa1ba1.jpg,22,79,101
2012-09-13_08_26_21_jpg.rf.1591f45d634e4c01036f2be3abda8c06.jpg,10,91,101
2012-09-13_10_30_17_jpg.rf.b10b7b51807edff5dddcf930dec05e8a.jpg,7,93,100
2012-09-13_10_50_18_jpg.rf.dc1afa323c4a719a3e0b8feb28a4f5c2.jpg,12,90,102
2012-09-13_11_00_19_jpg.rf.425aa6e384d5b84d92e0fc99555d0b53.jpg,14,86,100
2012-09-13_11_05_19_jpg.rf.565848532c88908a8e4c533faf7528e4.jpg,18,82,100
2012-09-13_11_30_20_jpg.rf.6d857d85120b6a2a57251061964e60e3.jpg,32,68,100
2012-09-13_11_55_21_jpg.rf.0bf1f67c2c3d3d896bd1d5a3c216f0c3.jpg,38,63,101
2012-09-13_12_10_21_jpg.rf.f895d1dec9da37254df6b46575f19f19.jpg,52,49,101
2012-09-13_13_50_25_jpg.rf.018134367f19adadc83de8772099790c.jpg,49,51,100
2012-09-13_14_15_27_jpg.rf.67f72563c44baa8aecfa64afedc95401.jpg,39,62,101
2012-09-13_14_20_27_jpg.rf.fb3699ab32bcda5a8af324fecebc8a6a.jpg,36,65,101
2012-09-13_14_40_28_jpg.rf.27e4b06cce05b79a95517bc94bcf2ef3.jpg,30,72,102
2012-09-13_14_45_28_jpg.rf.bd6ae58224a0446b8859c645e2982cb4.jpg,29,71,100
2012-09-13_15_00_29_jpg.rf.b0213359878d572dc0ddddca908acca5.jpg,28,73,101
2012-09-13_15_10_29_jpg.rf.a5d3cfcdd6679c86c9ffb043efd9a936.jpg,27,74,101
2012-09-13_15_30_30_jpg.rf.0bc01104bed2b252ecb5040fd236892d.jpg,26,78,104
2012-09-13_15_45_30_jpg.rf.11a6e9808ecf72cedf8b84de7a8d5f52.jpg,30,71,101
2012-09-13_15_50_31_jpg.rf.5a11159a61b2a8fcd9e13ca9e347fb7f.jpg,30,70,100
2012-09-13_16_45_33_jpg.rf.c8a9343d14d1d300910fbd365b9bb33c.jpg,29,72,101
2012-09-13_17_35_35_jpg.rf.83b03fbd7550f1dddd26a8106c163988.jpg,42,59,101
2012-09-14_09_01_10_jpg.rf.a03259374c746372a4698f81665b6e16.jpg,8,93,101
2012-09-14_09_16_11_jpg.rf.51940a8c5e9e897af3467f26aba01292.jpg,9,93,102
2012-09-14_09_26_11_jpg.rf.0ed7304f6f60c9898decc9c24feaffd7.jpg,7,93,100
2012-09-14_09_51_12_jpg.rf.9e6d5d739c39462fef261fb2708ed9eb.jpg,7,96,103
2012-09-14_10_51_15_jpg.rf.3662453edd84c4f40444dc00ce21a0ab.jpg,13,91,104
2012-09-14_11_01_16_jpg.rf.8d799be5d87a92524a917c37f4b816c6.jpg,16,86,102
2012-09-14_11_46_18_jpg.rf.ae5b21510f91820f09156a879d0d4772.jpg,33,70,103
2012-09-14_12_21_19_jpg.rf.f9639f7acfb8b21b2c4d8d0af037885c.jpg,51,50,101
2012-09-14_12_31_20_jpg.rf.9b8496394f67d657d8dd2dc1b270d916.jpg,55,47,102
2012-09-14_13_11_21_jpg.rf.1b2b3f16c196aef6f34ae35927e088e3.jpg,63,38,101
2012-09-14_13_36_22_jpg.rf.8469c07adf7202b123f6f5e52bd4fd74.jpg,60,40,100
2012-09-14_14_26_24_jpg.rf.510203d05330ef72fe37cb9231e61045.jpg,31,70,101
2012-09-14_15_01_25_jpg.rf.ac1e64d4e2fdf96fc2d9ff5f957b15d4.jpg,29,72,101
2012-09-14_15_06_26_jpg.rf.c8ac6fb1929b6910cd1af3acd0a3bf44.jpg,28,72,100
2012-09-14_15_21_26_jpg.rf.f8698c093627a43c1df40e24fda21cec.jpg,27,74,101
2012-09-14_15_31_27_jpg.rf.02946e33a9c6f6a9ccd2d1959c79b7b8.jpg,29,72,101
2012-09-14_16_21_28_jpg.rf.80027c85bdcd869690829629ec02ade6.jpg,24,76,100
2012-09-14_16_31_29_jpg.rf.1ba9282ac9d690aecb778971d4ba9d2f.jpg,26,76,102
2012-09-14_16_41_29_jpg.rf.6a5d5d38befc571bfc8560c2e2d2b523.jpg,21,79,100
2012-09-14_16_46_29_jpg.rf.46be4f08d15a2735f2958d6212e8a101.jpg,18,82,100
2012-09-14_16_51_30_jpg.rf.6d8919b25504c836b619e4e27ec8730b.jpg,20,80,100
2012-09-14_17_01_30_jpg.rf.5e724ef296598a9747cb74201c24ddcc.jpg,22,78,100
2012-09-14_17_21_31_jpg.rf.0216c72dda54cdca52a8c9ee37a31e5f.jpg,30,70,100
2012-09-14_17_46_32_jpg.rf.cbaedc09d19e2bdffa756c2e8fa10d50.jpg,32,68,100
2012-09-15_06_01_59_jpg.rf.dc9325332a3ba00625e3c69b6f47ea1d.jpg,98,2,100
2012-09-15_06_37_01_jpg.rf.55c626e707c7e0b47233cc9c95ba9f64.jpg,98,2,100
2012-09-15_07_32_03_jpg.rf.6476d7d045164b7c42ed25f511c304cb.jpg,99,2,101
2012-09-15_07_37_03_jpg.rf.8bea694589a4d086c7c778f5971bc463.jpg,99,2,101
2012-09-15_08_02_04_jpg.rf.cfdb1dc5fd413b907468316b0d503c92.jpg,94,6,100
2012-09-15_08_12_04_jpg.rf.ececb0e6208f1cebc64501fff5fc10c5.jpg,92,9,101
2012-09-15_08_17_04_jpg.rf.4f6c840b8855cc57de86f7bacc11b5eb.jpg,90,10,100
2012-09-15_08_37_05_jpg.rf.708b2761dce3ba0152ff45f3427b7d90.jpg,75,27,102
2012-09-15_09_37_08_jpg.rf.5a4dcccc262ce9206f4ba43bd60cbbf3.jpg,24,78,102
2012-09-15_11_02_11_jpg.rf.aafed6421796d7c11b87279bdeee06d7.jpg,14,87,101
2012-09-15_11_12_12_jpg.rf.26b3e8dfa41c9a65b1adc13f5f0d955f.jpg,15,85,100
2012-09-15_11_27_12_jpg.rf.e9132e5c0caeb06ac489790b3069155c.jpg,23,79,102
2012-09-15_11_37_13_jpg.rf.1c822888308269dbb5b95e7fbbe203a7.jpg,25,77,102
2012-09-15_11_52_13_jpg.rf.60f2819ef704872a1f9628aba65473c0.jpg,33,68,101
2012-09-15_12_57_16_jpg.rf.d9d5f6ec86628c6570712fdbc3c6312e.jpg,69,31,100
2012-09-15_13_12_17_jpg.rf.ebffdedf419a31afc2d81d71c3e75ddc.jpg,70,32,102
2012-09-15_13_47_18_jpg.rf.5653329e9aa58c7455eee2bbf3a78609.jpg,67,35,102
2012-09-15_14_07_19_jpg.rf.4cc831b805e1b489583806c537af00be.jpg,69,33,102
2012-09-15_14_12_19_jpg.rf.482c75ae085998be45bfe56a1beddc20.jpg,72,28,100
2012-09-15_14_27_20_jpg.rf.32ff95f346c55a4b9bdf2e2342860383.jpg,72,31,103
2012-09-15_14_42_20_jpg.rf.66cc328bcf83b16d3d113a235ebbe014.jpg,70,33,103
2012-09-15_15_37_23_jpg.rf.c6d12f75ba0a2f2956b30dc484ca8646.jpg,76,24,100
2012-09-15_15_52_23_jpg.rf.5a0b87ba2075574ac019b5820ece9bb0.jpg,77,23,100
2012-09-15_16_12_24_jpg.rf.62cad6664ba98b5cc336481d266ee85b.jpg,82,18,100
2012-09-15_16_32_25_jpg.rf.baa42d6b998390194fdffba5fa22de67.jpg,85,15,100
2012-09-15_16_47_25_jpg.rf.33f8e194d8cb8bc042b23affcd8e84cf.jpg,85,15,100
2012-09-15_17_52_28_jpg.rf.40361cb8c5d520d574f7d2d8f5968677.jpg,96,4,100
2012-09-15_18_02_28_jpg.rf.f8240b0f2696fe78f4320bea0aa1dba8.jpg,98,3,101
2012-09-15_18_12_29_jpg.rf.2e35a42351385b93d1b80a22401b7fd8.jpg,99,1,100
2012-09-16_06_22_55_jpg.rf.ee4c08bfcc20248a536d12aa09def8b7.jpg,101,0,101
2012-09-16_06_42_56_jpg.rf.d501e60c288100776e11466c3d65884a.jpg,100,0,100
2012-09-16_07_27_57_jpg.rf.191717707b59b756b12b994598f437bd.jpg,97,3,100
2012-09-16_07_37_58_jpg.rf.0b878e29417eec0557a97af0cda550fd.jpg,98,3,101
2012-09-16_07_52_58_jpg.rf.e884103dc5246d4e9f0c616b760192ab.jpg,97,3,100
2012-09-16_08_07_59_jpg.rf.d3fcf0a4f874a8b2e1bfc8e390f1600f.jpg,98,3,101
2012-09-16_08_12_59_jpg.rf.1c7bb2d0244981621193e543be61e78d.jpg,99,3,102
2012-09-16_08_23_00_jpg.rf.335b641b4971574b94f31fbf5f65c4f8.jpg,97,3,100
2012-09-16_08_28_00_jpg.rf.bdc262221695797d20314351a740175c.jpg,97,3,100
2012-09-16_08_43_00_jpg.rf.ecd2ff0db5e2c756a44f29d1fd979f42.jpg,99,3,102
2012-09-16_08_53_01_jpg.rf.80dacb6d396bd5b698c3de4ac27a2139.jpg,98,3,101
2012-09-16_08_58_01_jpg.rf.7bf70f8d04a0c852b773546d2e20317c.jpg,97,4,101
2012-09-16_09_28_03_jpg.rf.f4d5f8acf6c401065dcf0eda7fe7427a.jpg,97,4,101
2012-09-16_09_53_04_jpg.rf.225aa1ac9482ae76defc6b7029f3e791.jpg,97,3,100
2012-09-16_11_08_07_jpg.rf.e559c7836b679dd48a8bc1456d4218e9.jpg,97,3,100
2012-09-16_11_18_07_jpg.rf.6507d5d40d771f77b2f041f5b301d06c.jpg,97,3,100
2012-09-16_11_28_08_jpg.rf.7a61d886ac30f125881451b192e7139e.jpg,97,3,100
2012-09-16_11_43_08_jpg.rf.9aa187e0b0a3a558023fed49d6789451.jpg,97,3,100
2012-09-16_11_48_08_jpg.rf.9be73e78157865029dbb54d87bbb0632.jpg,97,3,100
2012-09-16_12_13_09_jpg.rf.7973168b67025a4a54ba5954cf95267b.jpg,97,3,100
2012-09-16_12_58_11_jpg.rf.479af9d9f85e514768db72bb5b45ed2d.jpg,97,3,100
2012-09-16_13_33_13_jpg.rf.df58345ea48b3c37a9b256fca1e28bfc.jpg,99,2,101
2012-09-16_13_43_13_jpg.rf.eaab0bd2093e8ae8987026eb7dd4beab.jpg,98,2,100
2012-09-16_13_48_13_jpg.rf.c5f7ee0fdca18e74a04057d20ce5b1a3.jpg,98,2,100
2012-09-16_13_53_13_jpg.rf.c0d91fd029c81891fa267f7a67055568.jpg,98,2,100
2012-09-16_14_13_14_jpg.rf.71cb073f5cb5831c46685b1300ab1e16.jpg,97,3,100
2012-09-16_14_53_16_jpg.rf.ffa8f636509aa28af4f511f498fe6797.jpg,97,4,101
2012-09-16_15_13_17_jpg.rf.c5d7527feabd3c31d7f91c7ddf91c8df.jpg,94,6,100
2012-09-16_15_38_18_jpg.rf.273cc9be788d02d69036eb650124cdb6.jpg,95,5,100
2012-09-16_15_48_18_jpg.rf.cf1a9cbde2e4486811dfe327c92f1625.jpg,95,5,100
2012-09-16_16_08_19_jpg.rf.92fc34123454c8f13db177d7642d3228.jpg,94,6,100
2012-09-16_16_28_19_jpg.rf.79977dfc1fba7e9956169c074831f4bc.jpg,97,4,101
2012-09-16_16_38_20_jpg.rf.1289e7e0c2d6bdd1a6a2873a871dfc15.jpg,96,4,100
2012-09-16_16_53_20_jpg.rf.6b46c14a15cd3f00a8f7814d9a3e33ce.jpg,96,4,100
2012-09-16_17_03_21_jpg.rf.3d6aade6e79b2e1166eb363d807a4264.jpg,97,4,101
2012-09-16_17_13_21_jpg.rf.1e61f44534fa95543879f055c69bf29a.jpg,97,4,101
2012-09-16_17_33_22_jpg.rf.6539242c2c5ed22be35621d90475c894.jpg,96,4,100
2012-09-17_06_13_49_jpg.rf.04173beae4de47638dfb55d83735314a.jpg,99,1,100
2012-09-17_06_33_50_jpg.rf.4cd069e22458854b5b856a7cb08f4c13.jpg,99,1,100
2012-09-17_06_43_50_jpg.rf.7e29a0ee1fb837aa1fa337158f73b945.jpg,100,1,101
2012-09-17_07_03_51_jpg.rf.4c4e9ef251f7590dbadd2dc8956e598c.jpg,93,7,100
2012-09-17_07_53_53_jpg.rf.2799823a1842febc07bc103e4af7ab98.jpg,10,90,100
2012-09-17_08_08_54_jpg.rf.e12d013859a754ee37ecf26fd1ac948e.jpg,9,91,100
2012-09-17_08_33_55_jpg.rf.0560fdee77ad95fbf0f4f8d61374b553.jpg,8,93,101
2012-09-17_08_38_55_jpg.rf.14486457222e2395529db845d0e4573d.jpg,9,91,100
2012-09-17_08_43_56_jpg.rf.0d89c8009363fa2823897bfe6e0843fd.jpg,10,92,102
2012-09-17_08_53_56_jpg.rf.4d332bbb98249433400b72691f5345e5.jpg,7,95,102
2012-09-17_09_03_56_jpg.rf.cb519667fd78ef7a835076b5d38056fb.jpg,7,95,102
2012-09-17_09_38_58_jpg.rf.fe41369fcc70fdb33673b5295692a677.jpg,5,95,100
2012-09-17_09_58_59_jpg.rf.cbd7bf252d08c21471040751e8a381a9.jpg,4,96,100
2012-09-17_10_44_01_jpg.rf.6f7417595c979c3f4c40374e88baaef8.jpg,7,94,101
2012-09-17_10_49_01_jpg.rf.7bdd54cf75702a14a600184276cc4202.jpg,8,95,103
2012-09-17_11_09_02_jpg.rf.ff05f5936ccbc56786597697a9037ce7.jpg,13,88,101
2012-09-17_11_34_04_jpg.rf.3fe06974918f82ab035676ec9ce886ab.jpg,20,83,103
2012-09-17_11_59_05_jpg.rf.b0e96157d8934de3467e85b888006a35.jpg,39,61,100
2012-09-17_12_54_07_jpg.rf.b9dc57e6835a563f34931ba7287fcb5e.jpg,64,36,100
2012-09-17_13_19_08_jpg.rf.635bf4ccf76725b081e67a5005c791e4.jpg,58,42,100
2012-09-17_13_29_09_jpg.rf.f3a036b0e464fa11fc93ce18b86ceff2.jpg,51,50,101
2012-09-17_13_59_10_jpg.rf.b36fa9f37b6e79f2a3ca3751fb075376.jpg,35,66,101
2012-09-17_14_24_11_jpg.rf.63304c351176227663633dc099299cc3.jpg,25,75,100
2012-09-17_14_39_12_jpg.rf.4fa244d9940f91882a24249224fdae16.jpg,21,81,102
2012-09-17_14_54_12_jpg.rf.4f5f03a1cb18c117d0e32ab90578b01c.jpg,22,79,101
2012-09-17_15_29_14_jpg.rf.76bad945ab90501726bcf5a0a6380163.jpg,25,76,101
2012-09-17_15_34_14_jpg.rf.0083f8b4c95fc5d1e1be260c41700150.jpg,23,77,100
2012-09-17_16_04_15_jpg.rf.b576e9588da4982aa1abafa176265ad8.jpg,23,77,100
2012-09-17_16_34_17_jpg.rf.ee27c3b4695ad8f331c09a7de49b008f.jpg,20,80,100
2012-09-17_16_39_17_jpg.rf.84238f45fd4ef58a5eaeb43b5cd8cf63.jpg,19,81,100
2012-09-17_16_49_17_jpg.rf.c40aee6ab046d011ac773ff33763a1db.jpg,21,79,100
2012-09-17_17_14_18_jpg.rf.c83768d14fff9c267def0cad4f9d0cd3.jpg,20,81,101
2012-09-17_17_34_19_jpg.rf.056e5435543847d8c4a956486a116e56.jpg,22,79,101
2012-09-17_18_04_20_jpg.rf.b4f111c95716530655a9aedb194e8f67.jpg,21,79,100
2012-09-18_06_14_48_jpg.rf.c786e3b9fcba8d0892c13ce81a08f774.jpg,99,1,100
2012-09-18_06_49_49_jpg.rf.bc4ea19c51132a1b0cfcf6c0bb2746d7.jpg,97,3,100
2012-09-18_07_04_50_jpg.rf.adda3cc7c3d87b37cedc3bdc49e4bf98.jpg,92,8,100
2012-09-18_07_19_50_jpg.rf.866902b7d7f161cdb5a90121ed20a38a.jpg,86,15,101
2012-09-18_07_39_51_jpg.rf.4392943feab744af0f3a1a1574a1f740.jpg,38,63,101
2012-09-18_07_49_52_jpg.rf.c7313f3f7bc364a27af71c5af7df6ae1.jpg,17,85,102
2012-09-18_07_59_52_jpg.rf.728fa709cd94b56cdf0cbe69a662da5e.jpg,10,91,101
2012-09-18_08_09_53_jpg.rf.9d080fd71dfdd1bec9dce86bd9da73f4.jpg,10,90,100
2012-09-18_08_34_54_jpg.rf.e6cb9a26d6124eee1fb1b5e6958659b5.jpg,9,92,101
2012-09-18_08_44_54_jpg.rf.2d0db0c25ed2dd34c6c1f5957c1366a9.jpg,9,92,101
2012-09-18_10_19_58_jpg.rf.f6ed472e4fc7e5ea9bc772259b7c9e07.jpg,9,92,101
2012-09-18_10_34_59_jpg.rf.878b38abc404eb325c563b41df59bf19.jpg,10,90,100
2012-09-18_11_30_02_jpg.rf.0ae929fbd855bf03200617f9cd1ee665.jpg,28,73,101
2012-09-18_11_55_03_jpg.rf.1d0479653303efffa76d650ad231c5f5.jpg,50,52,102
2012-09-18_12_00_03_jpg.rf.a9f319934b0d2e4cf240a36494055198.jpg,53,48,101
2012-09-18_12_10_03_jpg.rf.142090b72a65ef909a324cbf0f71c329.jpg,59,41,100
2012-09-18_12_25_04_jpg.rf.992fedff8a67750254e93d0d1e3a9f1d.jpg,62,38,100
2012-09-18_13_05_06_jpg.rf.f4c76c845c7aeb58c3884ffe381903aa.jpg,63,37,100
2012-09-18_13_45_08_jpg.rf.5f85fc4ff688286edfb17902e231affb.jpg,48,52,100
2012-09-18_13_50_08_jpg.rf.5c79eb17a71bf5ee9e3ba56ac908f044.jpg,47,53,100
2012-09-18_13_55_08_jpg.rf.b697f79338840d631328d77c1a260d85.jpg,46,54,100
2012-09-18_14_40_10_jpg.rf.44170be899aeadc5dbcf34ddb54e0ad8.jpg,33,67,100
2012-09-18_14_50_10_jpg.rf.458828500b0d402bb510212b6d053a48.jpg,31,69,100
2012-09-18_15_20_12_jpg.rf.e97112b9c0dcfa02279250a21094d145.jpg,28,73,101
2012-09-18_15_30_13_jpg.rf.bccae51ddf8aae02cca165902c32b6c6.jpg,26,74,100
2012-09-18_15_40_13_jpg.rf.222e761452f65884dd23bc680381e8b3.jpg,26,74,100
2012-09-18_15_50_13_jpg.rf.060e3617a7e86ad152ac42f8fee9498d.jpg,25,75,100
2012-09-18_16_20_15_jpg.rf.f3dc15f4578c2755b665e507b78d2e95.jpg,28,72,100
2012-09-18_17_25_18_jpg.rf.e38351f83287794ec05ed68648b6f533.jpg,30,70,100
2012-09-18_17_55_19_jpg.rf.3d001898fa9392543f4ee6a7ff2b4079.jpg,32,70,102
2012-09-19_06_20_48_jpg.rf.887246a54c1dc60e967dd8979dfe4c00.jpg,99,2,101
2012-09-19_06_25_48_jpg.rf.7cfb580e9147387ebc9db92cfacb5b5d.jpg,98,2,100
2012-09-19_06_55_50_jpg.rf.c91700439913709b1b8c40f333732f2c.jpg,92,8,100
2012-09-19_07_20_51_jpg.rf.4ef28bba278c23e285a63a4a35bef7f6.jpg,77,23,100
2012-09-19_09_23_25_jpg.rf.64fa860f75ef44e9abb82a4f5c126967.jpg,10,90,100
2012-09-19_09_38_26_jpg.rf.c5f79a76825ddd7f1514fa3e826a52e4.jpg,10,91,101
2012-09-19_09_58_27_jpg.rf.0db2f178f7f85875e8b91332f9f46783.jpg,10,91,101
2012-09-19_11_18_31_jpg.rf.5ea187838e6b8aaccb433c61909066c5.jpg,30,72,102
2012-09-19_11_28_31_jpg.rf.491b058236f59c4d6d006dc9821ae942.jpg,33,68,101
2012-09-19_11_38_31_jpg.rf.1eda3b2fca10f6a7f5e77ce32111c882.jpg,40,61,101
2012-09-19_12_08_32_jpg.rf.38877181d8cacdfc4a39bfa3ecd73bdd.jpg,48,53,101
2012-09-19_12_33_34_jpg.rf.c24104d9fba74dc629729afed7d0b269.jpg,58,45,103
2012-09-19_12_43_34_jpg.rf.d65bf63ed5fb8fd0b1e823271577f5c7.jpg,60,42,102
2012-09-19_12_48_34_jpg.rf.f4f4a3ccd58a3afcdb8d086ec58ea660.jpg,62,39,101
2012-09-19_13_08_35_jpg.rf.3ab30f1ba7aeec3f2dd49aee3d06e7b3.jpg,58,43,101
2012-09-19_13_18_36_jpg.rf.f31134f9599d9dc36a074ccfa4b85a8c.jpg,55,47,102
2012-09-19_13_28_36_jpg.rf.971276484127a8f159eabf958578595a.jpg,51,51,102
2012-09-19_13_33_36_jpg.rf.52e1ba286fbfdc39fec343693d400664.jpg,49,52,101
2012-09-19_13_53_37_jpg.rf.aa0bd5264fad61a55963c024952de084.jpg,38,63,101
2012-09-19_14_28_39_jpg.rf.ce04c82d9a579ac6da349b00d32f23b2.jpg,23,77,100
2012-09-19_14_48_39_jpg.rf.4181312f8998e40ea2cff413314faacb.jpg,19,82,101
2012-09-19_15_03_40_jpg.rf.4e2aef9fab696e7cde1cb035dbe0fa10.jpg,16,85,101
2012-09-19_15_13_40_jpg.rf.e45cf64f09d89a8b7ffa5804f662716d.jpg,16,84,100
2012-09-19_15_43_42_jpg.rf.ab383108389745d6f6699cf9b069f45f.jpg,19,83,102
2012-09-19_15_48_42_jpg.rf.d601d2951b0a333a9d6688a7c597f44a.jpg,18,82,100
2012-09-19_16_53_44_jpg.rf.0f29904d4a38601c850565f5d162974f.jpg,19,82,101
2012-09-19_17_58_47_jpg.rf.b919ab2d5691ff0860f43066c383d855.jpg,39,63,102
2012-09-20_05_59_13_jpg.rf.516195316c977435f98dd77d55c40ec7.jpg,99,1,100
2012-09-20_06_24_14_jpg.rf.0bc0a1fa3b9aa93f805c70612f5cc8cc.jpg,100,1,101
2012-09-20_06_29_14_jpg.rf.db55fba541cbb06bb9c1ae2e196dc2d9.jpg,100,1,101
2012-09-20_06_49_15_jpg.rf.27071c33c45937748e647bba32c1413f.jpg,101,2,103
2012-09-20_06_59_16_jpg.rf.33b478e4edeb57844dca6938d7362bf5.jpg,95,7,102
2012-09-20_07_19_16_jpg.rf.fd9dd2ac2e4670981bf257ec64a6ece6.jpg,82,21,103
2012-09-20_07_24_17_jpg.rf.84b178c5322692ed6943c42725d9136b.jpg,79,29,108
2012-09-20_08_04_18_jpg.rf.0d3e17f2546faf2560219d865c2b414e.jpg,14,88,102
2012-09-20_08_14_19_jpg.rf.63cd23040c59c65eeacaa8f5d252909b.jpg,12,90,102
2012-09-20_08_19_19_jpg.rf.d5537884cddef8ea1f57bf2180f502a5.jpg,12,89,101
2012-09-20_08_39_20_jpg.rf.717ef1b2b06b05779e2b9529d4c920a2.jpg,13,88,101
2012-09-20_08_49_20_jpg.rf.08c3d2e937a06c06e43277e37ec3aff9.jpg,12,88,100
2012-09-20_08_59_21_jpg.rf.238cb36b2393db6e6ff5b47d77759bfb.jpg,9,91,100
2012-09-20_09_19_22_jpg.rf.1430b1bbb6ee7f345f3e766addcec83d.jpg,6,95,101
2012-09-20_09_49_23_jpg.rf.385bb01d9cb9806fcab2eeba7dc52ee7.jpg,7,95,102
2012-09-20_10_09_24_jpg.rf.809da849cadce8060e04a73a1746ec7c.jpg,5,97,102
2012-09-20_10_14_24_jpg.rf.7149ae38e7bc5a2230622e5126ac74f8.jpg,4,97,101
2012-09-20_10_19_25_jpg.rf.223903d7b467c0e4adbe353915c2bd80.jpg,5,98,103
2012-09-20_11_04_27_jpg.rf.b646a1bf4c0d22b41901f5d45e1c6f6a.jpg,7,96,103
2012-09-20_11_19_27_jpg.rf.74400e6313ac1a5392a031219baa6748.jpg,13,90,103
